"ID","Revenue"
1,0.210699316126186
2,0.210699316126186
3,0.210699316126186
4,0.210699316126186
5,0.210699316126186
6,0.210699316126186
7,0.210699316126186
8,0.210699316126186
9,0.210699316126186
10,90.5
11,13.4786383658363
12,11.2129559748428
13,0.210699316126186
14,9.13095238095238
15,0.210699316126186
16,0.210699316126186
17,0.210699316126186
18,0.210699316126186
19,0.210699316126186
20,0.210699316126186
21,0.210699316126186
22,0.210699316126186
23,0.210699316126186
24,9.08003370096023
25,11.2129559748428
26,0.210699316126186
27,0.210699316126186
28,0.210699316126186
29,0.210699316126186
30,0.210699316126186
31,0.210699316126186
32,0.210699316126186
33,0.210699316126186
34,0.210699316126186
35,0.210699316126186
36,0.210699316126186
37,11.2129559748428
38,0.210699316126186
39,11.2129559748428
40,0.210699316126186
41,13.6080504004422
42,0.210699316126186
43,0.210699316126186
44,63.3
45,0.210699316126186
46,0.210699316126186
47,0.210699316126186
48,9.13095238095238
49,0.210699316126186
50,0.210699316126186
51,0.210699316126186
52,0.210699316126186
53,11.2129559748428
54,0.210699316126186
55,0.210699316126186
56,0.210699316126186
57,0.210699316126186
58,0.210699316126186
59,91
60,0.210699316126186
61,0.210699316126186
62,0.210699316126186
63,0.210699316126186
64,9.13095238095238
65,0.210699316126186
66,0.210699316126186
67,0.210699316126186
68,0.210699316126186
69,0.210699316126186
70,7.81346578193227
71,8.9503704868968
72,9.13095238095238
73,11.2129559748428
74,11.2129559748428
75,0.210699316126186
76,0.210699316126186
77,0.210699316126186
78,0.210699316126186
79,0.210699316126186
80,0.210699316126186
81,14.6798339523888
82,0.210699316126186
83,0.210699316126186
84,0.210699316126186
85,76.4
86,0.210699316126186
87,0.210699316126186
88,11.2129559748428
89,0.210699316126186
90,0.210699316126186
91,0.210699316126186
92,0.210699316126186
93,0.210699316126186
94,11.2129559748428
95,6.67954404839461
96,11.2129559748428
97,0.210699316126186
98,11.2129559748428
99,0.210699316126186
100,9.72568936226354
101,0.210699316126186
102,0.210699316126186
103,11.2129559748428
104,9.13095238095238
105,0.210699316126186
106,0.210699316126186
107,0.210699316126186
108,0.210699316126186
109,0.210699316126186
110,0.210699316126186
111,11.2129559748428
112,80
113,26.4733353756629
114,0.210699316126186
115,0.210699316126186
116,0.210699316126186
117,0.210699316126186
118,0.210699316126186
119,0.210699316126186
120,0.210699316126186
121,0.210699316126186
122,0.210699316126186
123,0.210699316126186
124,0.210699316126186
125,0.210699316126186
126,0.210699316126186
127,0.210699316126186
128,0.210699316126186
129,11.2129559748428
130,4.12242407303894
131,0.210699316126186
132,0.210699316126186
133,0.210699316126186
134,0.210699316126186
135,0.210699316126186
136,36.4410198032068
137,0.210699316126186
138,0.210699316126186
139,0.210699316126186
140,0.210699316126186
141,0.210699316126186
142,0.210699316126186
143,0.210699316126186
